"inst_name","grad_rate_6yr","pct_pell","pct_loan","cost_attendance","tuition_in_state","tuition_out_state","pct_admitted","enrollment","stud_fac_ratio","retention_rate","avg_fac_salary","instr_exp_per_stud","pct_full_time_fac","pct_first_gen","avg_age_entry","pct_female","pct_hispanic"
"Bethel University",0.3505,31.7,38.21,31203,18712,18712,60.23,1547,15,0.5392,3147,5542,100,51.21749897,"30.239382239",58.37135837,6.53
"Carson-Newman University",0.5324,33.37,45.54,49024,34700,34700,90.45,1387,12,0.7417,6387,6602,52.03,34.66092573,"20.587817259",56.14213198,5.7
"Christian Brothers University",0.5471,30.98,29.07,48038,38420,38420,86.7,905,9,0.7487,8036,9137,100,35.87921847,"23.944099379",58.54037267,23.09
"Cumberland University",0.4559,30.28,19.12,43358,27840,27840,67.33,2104,19,0.5947,6114,3595,33.13,40.82191781,"23.58703939",57.94155019,9.51
"Lipscomb University",0.7216,24.1,29.42,55117,40572,40572,67.73,2997,13,0.8357,8832,12062,49.75,23.57032457,"23.938001459",64.69730124,13.48
"East Tennessee State University",0.5321,34.83,33.67,27042,10472,14522,86.19,10004,15,0.7572,8574,15541,67.69,37.68948094,"22.238075048",58.34216663,4.52
"Fisk University",0.2993,51.79,52.84,39450,25858,25858,37.42,1035,12,0.7381,6116,7547,52.38,26.57807309,"19.860119048",74.10714286,0.77
"Freed-Hardeman University",0.7078,18.02,34.47,38315,25620,25620,59.68,1212,10,0.8587,7300,8648,100,18.5046729,"20.96779661",62.37288136,0.17
"Johnson University",0.5677,38.7,55.23,34244,21122,21122,65.11,743,12,0.6941,6075,10567,100,25.45454545,"22.166347992",43.21223709,6.73
"King University",0.4787,41.64,55.2,49004,36194,36194,99.72,908,11,0.6012,5235,7149,59.05,51.0805501,"29.816656681",66.62672259,5.07
"Le Moyne-Owen College",0.2703,67.34,53.87,19001,12076,12076,99.23,581,10,0.4724,5132,6090,47.31,48.76847291,"23.534818942",64.48467967,1.38
"Lee University",0.6259,28.74,41.96,35688,23790,23790,70.52,2617,13,0.8227,7655,8868,84.04,31.21897408,"23.27933541",58.98234683,1.99
"Lincoln Memorial University",0.4966,37.13,49.53,41530,26938,26938,62.59,1572,10,0.7167,7938,12706,58.71,41.48606811,"24.328871893",74.76099426,5.09
"The University of Tennessee Southern",0.369,36.26,26.85,24750,10924,10924,86.71,864,14,0.7717,6695,6412,100,41.02564103,"21.190635452",63.21070234,5.9
"Maryville College",0.5,37.74,57.97,54622,39284,39284,60.92,1005,12,0.7129,6851,9364,100,32.06951027,"20.617777778",50.51851852,8.56
"University of Memphis",0.5089,41.22,37.89,25169,10728,15384,72.03,12701,16,0.7738,9632,9356,72.76,36.75599875,"22.76978517",60.19404019,12.16
"Middle Tennessee State University",0.537,31.77,28,24289,10266,31574,69.09,16301,17,0.7952,9739,12353,81.14,36.43763797,"22.357582611",58.08518658,10.65
"Rhodes College",0.8453,15.93,50.74,71136,57110,57110,50.35,1836,9,0.9232,9481,16723,85.02,12.77890467,"19.371769384",54.27435388,7.46
"The University of the South",0.7979,15.85,33.56,71986,56120,56120,56.9,1607,9,0.8886,10158,22548,88.7,13.23529412,"19.5",57.58293839,5.48
"Southern Adventist University",0.4939,30.63,41.99,38618,27300,27300,65.5,2773,19,0.8281,6732,11547,100,18.18181818,"21.22980063",59.2864638,25.96
"Tennessee Wesleyan University",0.4759,39.21,52.16,39440,30814,30814,68.85,846,12,0.7202,5870,7980,100,41.46788991,"23.582623509",62.01022147,6.5
"The University of Tennessee-Chattanooga",0.5024,32.8,37.13,25489,10448,18512,81.09,10074,18,0.7252,10181,10232,70.35,29.33333333,"21.792578029",58.09781273,6.72
"The University of Tennessee-Knoxville",0.7392,18.89,28.89,33678,13812,33256,41.6,30418,18,0.919,12968,13098,83.41,24.5407184,"20.767184035",53.01943394,6.72
"The University of Tennessee-Martin",0.5254,34.42,30.73,23079,10560,16600,88.2,4866,16,0.7696,8367,11509,68.08,39.10690122,"22.688343558",61.75869121,4.64
"Tennessee State University",0.3399,51.13,46.31,25637,8616,22416,70.11,4848,13,0.335,8732,9652,77.25,37.42838956,"22.246760408",66.11524676,3.05
"Tennessee Technological University",0.5767,30.9,33.48,25663,11376,15576,76.13,8698,16,0.7816,9427,10861,76.01,37.55700326,"21.568092205",50.07582651,6.02
"Trevecca Nazarene University",0.5315,32.29,39.31,41548,31300,31300,69.44,1737,20,0.736,7392,8282,94.04,39.16382253,"28.229407236",67.5904542,14.39
"Tusculum University",0.2545,46.37,53.14,43776,29250,29250,72.17,785,18,0.6286,5085,5834,60.24,45.38011696,"23.934968017",50.21321962,5.48
"Union University",0.6596,24.54,42.41,58363,40025,40025,60.41,1607,9,0.89,8181,14464,98.92,32.52375924,"26.937137331",71.27659574,2.99
"Vanderbilt University",0.9354,20.22,9.56,89590,67498,67498,5.86,7208,8,0.9634,16361,34184,84.73,12.22570533,"19.591365462",52.81124498,11.36
"Abilene Christian University",0.5901,22.33,39.9,59256,44200,44200,66.03,3195,13,0.8051,8928,10340,65.13,24.45229682,"19.877770316",61.18200134,18.87
"Angelo State University",0.4397,27.64,23.4,23441,8460,18300,83.01,5643,19,0.6864,8211,7880,81.27,40.3975994,"21.054108894",56.07034156,41.59
"Austin College",0.6705,30.85,50,61607,48680,48680,47.65,1165,11,0.7939,8628,17782,87.14,23.39449541,"19.667377399",50.53304904,28.58
"Baylor University",0.7999,12.45,31.24,74226,58100,58100,51.28,14785,15,0.9095,11998,15852,67.26,17.10906702,"20.037364302",60.33829841,17.52
"Concordia University Texas",0.446,41.42,49.82,53020,23500,23500,91.25,1185,16,0.583,6271,7086,100,37.70491803,"25.981447124",64.84230056,37.97
"Texas A & M University-Corpus Christi",0.4015,42.9,41.7,25210,9748,20794,88.58,8034,19,0.5843,9497,9222,76.53,39.0052356,"21.672406968",62.54948535,54.24
"Dallas Baptist University",0.5701,23.05,31.89,52716,40190,40190,88.84,2403,16,0.6437,8487,9809,100,32.33143786,"24.122846442",61.04868914,15.86
"Dallas Christian College",0.2857,48.56,56.47,34502,21730,21730,21.8,224,13,0.4091,5606,5907,45.45,40.13157895,"24.104651163",52.3255814,35.27
"University of Dallas",0.7307,25.93,43.73,68583,53930,53930,53.44,1403,11,0.7723,8867,12940,59.53,16.46586345,"19.654223969",56.97445972,29.29
"East Texas Baptist University",0.4712,32.19,50.81,44211,30680,30680,57.76,1352,14,0.7084,7437,7682,100,31.82423435,"20.826899128",47.19800747,12.35
"Texas A&M University-Texarkana",0.2957,52.51,45.35,23778,8349,45080,63.54,1982,14,0.6371,8835,16462,62.3,47.50519751,"27.268406337",65.05125815,23.11
"East Texas A&M University",0.4281,40.47,35.22,23438,10026,22326,92.24,9912,17,0.5723,8866,8444,44.75,42.02706288,"25.237094137",63.1394534,27.03
"Hardin-Simmons University",0.4604,40.06,82.15,45904,32960,32960,90,1283,15,0.6487,8035,12190,63.69,31.47138965,"21.620253165",53.03797468,25.64
"Houston Christian University",0.4912,55.54,58.52,50082,39430,39430,84.44,2886,18,0.6933,8257,5467,35.07,36.27546072,"22.081967213",64.59016393,38.74
"University of Houston-Clear Lake",0.5163,45.24,27.98,24622,7770,21114,90.52,6078,15,0.7444,10108,8892,58.66,48.21073559,"27.575250836",68.14381271,50.81
"University of Houston-Downtown",0.332,55.22,29.85,20749,7708,17548,89.96,12555,18,0.6709,9421,6787,54.44,52.70877691,"26.975800447",65.37602383,59.38
"University of Houston-Victoria",0.2638,48.93,37.81,21401,7149,16989,95.9,2513,15,0.651,9358,10420,50,45.73304158,"26.757462687",65.54726368,47.23
"University of Houston",0.6456,41.65,31.68,26185,9717,22547,73.92,38380,22,0.8699,13242,9920,79.84,40.49271339,"22.612481315",52.57100149,38.06
"Howard Payne University",0.2798,44.27,69.27,46766,34982,34982,67.37,713,10,0.5174,6842,11204,100,37.40095087,"20.827988338",39.06705539,29.59
"Huston-Tillotson University",0.3394,61.22,69.18,25384,26709,26709,39.09,1005,14,0.5819,6364,9511,35.07,43.43971631,"25.389908257",58.71559633,10.55
"University of the Incarnate Word",0.5098,44.6,48.56,48681,37090,37090,98.14,4440,12,0.7129,9001,11151,45.82,43.26269492,"26.018378378",64.07207207,65.74
"Lamar University",0.3732,46.49,41.8,22254,8905,18745,86.41,8150,20,0.6187,9286,5053,77.23,43.25285896,"25.370237562",65.3966831,22.18
"Texas A & M International University",0.4647,64.51,26,15558,7894,19454,44.37,6667,21,0.7783,9203,6589,55.46,49.17466411,"21.690728264",61.14854026,92.01
"LeTourneau University",0.5858,13.29,23.95,51124,37160,37160,38.01,1468,11,0.8078,6550,11090,35.34,34.05714286,"27.539832285",51.67714885,5.11
"Lubbock Christian University",0.5136,34.32,68.94,41944,28540,28540,73.1,1252,11,0.7032,6790,8197,50.57,35.9947644,"24.203143894",63.72430472,29.47
"University of Mary Hardin-Baylor",0.4931,39.65,60.71,46874,32020,32020,95.76,2759,17,0.6242,8752,11301,48.28,32.44084682,"22.215641173",63.31224842,31.75
"McMurry University",0.4429,23.82,29.44,43778,32340,32340,57.04,1176,16,0.6352,7497,8484,100,37.42038217,"21.886363636",43.03977273,33.76
"Midwestern State University",0.4274,40.65,39.76,22652,10580,12530,93.52,4087,18,0.6393,8183,11122,73.18,38.1792183,"23.62908778",58.39070568,27.75
"University of North Texas",0.6071,38.04,36.12,26243,11309,21149,72.23,34341,25,0.7665,11092,7601,71.99,34.7966205,"22.22931591",54.85318429,30.17
"The University of Texas Rio Grande Valley",0.509,65.08,26.17,16830,9987,19827,94.19,28666,20,0.8111,9041,8787,83.73,52.59824759,"22.749964311",57.58743754,93.23
"Paul Quinn College",0.2687,67.28,83.47,23587,13498,13498,40.28,620,20,0.4898,6785,4479,20.93,48.46938776,"22.350951374",56.44820296,13.71
"Prairie View A & M University",0.432,65.6,68.11,26362,11299,26874,79.31,8877,17,0.7562,9530,8353,82.04,33.49093775,"20.85173135",61.00395073,7.29
"Rice University",0.9464,17.03,6.47,79788,64144,64144,8,4776,6,0.9741,18454,47816,83.81,14.47587354,"19.568720379",45.18167457,16.69
"Saint Edward's University",0.6259,42.37,47.67,66719,51384,51384,81.42,2493,12,0.7967,9902,11064,55.84,32.54397835,"21.457573853",62.16216216,56.28
"University of St Thomas",0.6877,41.64,34.53,45672,34634,34634,89.92,3220,16,0.777,7661,12002,95.53,37.78625954,"23.40625",71.71052632,55.4
"Sam Houston State University",0.5476,41.33,45.65,25505,9228,19068,90.26,17743,19,0.7325,8196,7981,79.14,41.40865737,"22.117593437",66.14142466,29.05
"Schreiner University",0.4318,43.79,63.94,48004,39266,39266,88.2,1053,13,0.6679,7796,9539,45.31,37.29903537,"23.248153619",60.41358936,42.17
"St. Mary's University",0.5893,38.61,46.3,47999,37434,37434,97.76,1951,11,0.73,10724,13146,63.33,38.72387239,"20.33366435",56.90168818,53.51
"Southern Methodist University",0.8427,12.76,21.46,85606,67040,67040,63.35,7277,11,0.9052,14916,18509,69.16,15.68247822,"20.534968211",50.95367847,17.74
"Nelson University",0.4156,47.8,61.33,34504,25064,25064,89.02,1479,15,0.7516,6539,8441,46.48,38.15028902,"24.20173913",49.73913043,28.94
"Southwestern University",0.7279,25.33,45.57,67493,53813,53813,43.05,1440,11,0.806,8920,17431,77.42,20.33542977,"20.139442231",57.37051793,29.58
"Stephen F Austin State University",0.5333,38.87,41.35,25791,11128,23426,93.99,8728,16,0.7169,8694,9033,76.04,35.3515625,"21.432950949",65.64477848,24
"Texas State University",0.5528,37.24,41.02,28073,11450,22930,89.32,36177,21,0.8008,9186,6786,79.42,35.82704187,"21.529538504",60.08479288,41.12
"Southwestern Adventist University",0.5234,42.11,53.04,35592,25380,25380,78.36,570,12,0.7267,6313,11363,96,34.15977961,"22.868159204",56.96517413,50.18
"Sul Ross State University",0.2994,57.74,40.53,24529,7592,17672,98.71,1396,11,0.4491,7971,9128,56.68,46.26998224,"23.242057489",54.53857791,67.84
"Tarleton State University",0.4821,34.4,40.04,24100,8302,18142,89.55,12673,20,0.6985,8339,5674,59.42,42.10031937,"23.948853016",64.63891249,24.32
"Texas A&M University-Kingsville",0.4187,52.73,38.08,24060,9892,25746,90.92,4748,18,0.6459,8761,10279,74.83,45.87833997,"23.544512947",55.65967941,77.8
"Texas A&M University-College Station",0.8391,19.64,25.65,32696,13154,40124,57.43,59615,20,0.9431,14776,19596,88.85,29.95074728,"20.305687957",51.16777884,25.57
"The University of Texas at Arlington",0.5402,42.3,31.2,25261,11950,29582,79.9,32294,23,0.7294,11502,7448,64.74,43.76915601,"27.551235839",66.41992791,39.52
"The University of Texas at Austin",0.889,25.85,27.27,31247,11688,44908,26.64,42855,18,0.9674,15819,20294,84.19,27.51759015,"20.172572245",56.06045134,28.31
"The University of Texas at Dallas",0.7569,29.97,33.08,29807,14644,40144,65.13,21751,23,0.8995,15085,12056,75.35,31.3957935,"22.721688401",46.20796156,18.24
"The University of Texas at El Paso",0.5017,61.61,26.75,19836,9744,25502,99.92,21005,21,0.7894,10239,7651,68.36,40.63639794,"22.667898237",55.11453605,88.08
"The University of Texas at Tyler",0.5413,39.74,31.99,24505,9736,25494,94.02,7440,17,0.7678,10385,27629,77.71,39.12268188,"24.804545455",59.9025974,28.98
"Texas Christian University",0.8551,14.32,25.08,76604,61740,61740,44.49,11026,14,0.9287,13971,20405,100,20.40586246,"20.947537473",60.27837259,19.31
"Texas Lutheran University",0.5385,34.62,61.89,50002,36230,36230,95.71,1304,11,0.6181,7741,9741,57.78,35.54216867,"20.600282486",48.44632768,45.02
"The University of Texas Permian Basin",0.3967,38.69,29.02,23886,9236,21504,94.89,3911,19,0.6093,9381,9784,100,46.21125144,"26.348919055",60.7340372,54.15
"The University of Texas at San Antonio",0.5264,44.06,39.36,22352,9011,22051,86.79,30580,24,0.7984,10588,6112,75.87,38.8502455,"21.65456566",54.16743841,61.29
"Texas Southern University",0.2216,72.26,67.44,27052,9173,21473,96.91,6844,19,0.6621,8730,8340,58.82,38.79505924,"22.411233054",59.13492576,8.01
"Texas Tech University",0.6869,27.75,41.09,27443,11852,24451,72.65,32394,20,0.8495,11757,8554,85.32,32.37946777,"21.463346737",49.67522425,30.31
"Texas Wesleyan University",0.3154,44.71,37.73,57451,39582,39582,69.16,1741,12,0.6082,8367,9615,40.94,48.29612221,"24.261398176",60.58763931,34.98
"Texas Woman's University",0.4906,42.01,37.96,22234,8640,18480,96.12,8767,16,0.6955,9526,7653,99.38,41.57868276,"24.734297431",90.28707101,40.77
"Trinity University",0.8397,18.77,43.58,68224,53676,53676,25.92,2505,8,0.9287,12354,22157,78.73,17.36842105,"19.515202703",54.05405405,24.99
"Wayland Baptist University",0.1929,45.7,49.95,36323,23782,23782,55.96,2041,10,0.4453,5999,11561,100,45.45973729,"29.831532417",57.76031434,28.17
"West Texas A & M University",0.5504,41.11,36.32,23482,9101,10996,98.68,6917,14,0.6963,8482,6290,81.71,39.375,"22.954686181",60.03377428,35.19
"Brigham Young University",0.8098,32.1,10.78,22690,6688,6688,67.78,32952,21,0.9097,14370,18168,70.47,13.79568885,"21.399299152",47.95278495,8.04
"Brigham Young University-Hawaii",0.5264,15.1,7.29,25098,6630,6630,46.96,2889,18,0.7354,10793,14278,100,19.1904048,"21.823788546",60.20558003,3.67
"Southern Utah University",0.6067,24.88,17.46,19416,6962,21192,81.79,9289,22,0.7552,8847,7459,73.33,32.08985158,"22.344486692",55.24714829,8.87
"Utah State University",0.5913,25.78,19.04,21654,9228,24802,92.47,20272,19,0.7084,11173,13665,96.89,28.35781742,"23.224894619",54.95908753,7.15
"University of Utah",0.6505,19.59,20.51,25557,9620,30860,85.98,27264,19,0.8619,12776,17724,87.59,29.44091683,"23.500582072",50.55296857,13.98
"Westminster University",0.6381,24.47,66.03,57616,43528,43528,66.57,823,8,0.7634,8756,16627,100,26.87747036,"22.315203956",60.9394314,13.85
"Bennington College",0.7121,25.27,50.4,87284,66262,66262,44.53,780,9,0.8204,10055,23573,41.22,12.60162602,"20.0078125",67.1875,8.97
"Champlain College",0.6523,25.02,51.87,65009,47850,47850,82.92,2752,13,0.817,9955,9094,100,31.72011662,"26.700053562",47.02731655,10.32
"Middlebury College",0.914,15.89,22.71,85880,67600,67600,10.75,2738,8,0.9366,13875,32208,91.13,21.57258065,"20.790352505",53.432282,12.49
"Norwich University",0.6021,24.41,46.37,67357,49740,49740,74.44,2428,13,0.7926,8275,16559,49.3,23.63090773,"21.480932203",26.62429379,11.29
"Saint Michael's College",0.7277,23.68,57.56,69079,51450,51450,84.51,1092,10,0.7994,9332,10911,97.22,11.71875,"19.568181818",61.51515152,6.14
"Vermont State University",0.4722,34.13,58.01,25988,11952,22296,81.67,3590,13,0.6783,7714,14562,100,38.08948005,"25.85151856",53.8807649,5.63
"University of Vermont",0.7859,13.15,37.43,35649,19058,45502,65.3,11743,17,0.8918,10288,14705,76.77,11.51121606,"20.07428736",60.14972646,5.55
"Averett University",0.4814,41.1,63.31,53460,38550,38550,56.59,1231,16,0.6525,6196,7698,100,37.55102041,"24.65512979",52.65760198,3.98
"Bluefield University",0.1778,51.36,70.88,42539,26770,26770,59.31,614,14,0.6149,5619,8767,100,42.50411862,"26.166919575",56.60091047,4.89
"Bridgewater College",0.5305,29.83,60.32,58702,16090,16090,91.72,1400,13,0.7529,7326,8750,69.72,32.0212766,"19.532868526",52.39043825,7.5
"William & Mary",0.8942,12.45,21.69,43035,25914,51038,34.07,7055,12,0.9456,12942,18167,78.72,13.16695353,"19.849040867",60.71726439,9.03
"Regent University",0.5692,51.15,56.62,32838,21650,21650,38.12,4729,18,0.7458,8375,4054,75.81,41.98855508,"33.822910217",65.3869969,12.22
"Christopher Newport University",0.7164,16.13,36.69,33766,16828,31178,86.04,4365,13,0.8124,10989,12950,67.39,18.1010929,"19.634920635",59.52380952,9.16
"Emory & Henry University",0.5634,38.48,58.99,52854,39000,39000,83.65,1078,12,0.6627,7819,14596,97.25,26.70565302,"19.832733813",48.74100719,3.25
"Eastern Mennonite University",0.67,32.68,55.62,56756,43920,43920,100,754,9,0.7609,6452,12697,95.65,31.90661479,"22.891071429",63.57142857,15.65
"Ferrum College",0.319,54.27,85.41,54526,28520,28520,88.98,699,11,0.6414,5763,7476,100,38.84892086,"19.836225597",39.58785249,6.15
"George Mason University",0.6784,30.13,30.71,28604,14220,38688,87.48,27752,16,0.8599,14486,15232,53.1,29.98785917,"22.57979111",55.7201846,17.88
"Hampton University",0.5716,39.35,56.04,46027,30592,30592,62.25,3727,15,0.8534,8778,17152,100,19.75116641,"20.216642755",69.15351506,0.24
"James Madison University",0.7972,17.12,29.03,31735,14250,31604,71.52,20888,17,0.9198,10916,10620,80.94,20.83089526,"20.158063301",61.32253203,8.78
"Liberty University",0.6533,38.34,46.25,42025,22465,22465,98.98,50012,18,0.8013,8826,4004,15.94,42.39865593,"30.939533995",64.39648587,7.93
"Longwood University",0.6123,27.71,45.92,34588,15744,27978,90.22,3015,15,0.7977,9246,11319,100,27.88768347,"20.273056058",68.77637131,7.23
"University of Lynchburg",0.5736,27.9,66.96,50067,36750,36750,43.01,1577,11,0.7061,8271,11737,77.31,30.15184382,"20.238493724",61.71548117,6.79
"University of Mary Washington",0.6641,21.05,29.27,31137,14640,27560,79.78,3566,13,0.844,9957,11398,67.99,24.79892761,"21.514303878",68.53146853,12.96
"Marymount University",0.5351,23.06,34.3,57184,40920,40920,93.16,1810,14,0.7259,9455,9258,42.86,29.82646421,"22.386811024",70.27559055,30.44
"Norfolk State University",0.385,64.97,63.88,26633,10180,21682,87.77,5392,15,0.7256,9767,13530,53.6,37.35213831,"23.138953942",67.17408275,4.73
"Old Dominion University",0.4632,36.82,40.56,29446,12750,33780,90.36,17514,13,0.7691,10583,12901,95.72,33.21371117,"23.603998203",60.19766397,11.25
"Radford University",0.4866,37.13,50.74,28405,12548,25633,89.53,6038,14,0.7557,9967,14638,67.67,31.43638851,"20.578478759",59.50139914,10.67
"Randolph-Macon College",0.7048,19.87,57.33,63985,49466,49466,86.61,1639,11,0.8372,9162,14501,67,22.54237288,"19.685575365",54.6191248,6.04
"Randolph College",0.4639,45.84,67.1,45040,30310,30310,93.71,658,8,0.745,8701,15644,100,26.26865672,"20.177966102",71.46892655,9.12
"University of Richmond",0.852,17.16,31.66,80961,65230,65230,22.2,2980,7,0.9075,14442,27137,73.6,12.26295828,"20.751515152",54.90909091,9.16
"Roanoke College",0.6736,24.4,80.32,54283,38068,38068,83.06,1767,11,0.7571,7553,11658,83.15,20.6590621,"19.866828087",59.68523002,6.96
"Shenandoah University",0.6682,18.92,50.73,51928,36950,36950,76.95,2116,12,0.8174,8154,12250,57.35,27.71317829,"21.783905967",60.84990958,12.67
"Southern Virginia University",0.3347,45.19,57.19,34431,21280,21280,96.42,936,14,0.7401,6553,7056,63.64,17.14285714,"20.919661734",51.1627907,6.94
"University of Virginia's College at Wise",0.4706,39.77,22.82,26593,11780,28010,28.54,1101,14,0.7157,9197,13373,100,36.79369251,"22.425948592",49.57160343,0.36
"Virginia Polytechnic Institute and State University",0.8622,15.29,33.62,36951,15948,37764,54.78,30923,17,0.9308,14162,15632,98.65,17.76347546,"19.822727976",46.49326521,9.83
"Virginia Commonwealth University",0.6318,31.19,38.78,38954,16945,40109,92.62,20753,17,0.8534,12401,16705,61.03,27.60338814,"21.298947612",62.43783971,12.11
"University of Virginia-Main Campus",0.956,15.55,19.99,39926,21803,59512,16.81,17597,15,0.9755,17428,26598,96.11,15.80020387,"20.344480519",54.54545455,7.9
"Virginia Military Institute",0.7621,16.47,59.49,34824,21046,52638,71.25,1527,9,0.8098,9070,21289,100,15.24752475,"19.459302326",14.34108527,10.54
"Virginia State University",0.3944,72.13,75.67,27661,10043,22650,88.63,5074,13,0.6939,9469,15660,64.73,34.16387159,"20.702235344",56.09447491,6.17
"Virginia Union University",0.3415,68.67,71.03,29075,17450,17450,97.99,1203,16,0.6657,5874,5548,100,40.80882353,"20.036548223",54.31472081,1.33
"Virginia Wesleyan University",0.4164,27.12,45.02,51255,37500,37500,72.87,1256,15,0.7425,8756,10936,70.23,30.87248322,"21.747211896",62.70136307,8.28
"Central Washington University",0.5361,28.28,31.29,28816,9417,27526,90.62,7833,15,0.7005,10124,11278,65.28,40.04042219,"23.442911418",54.58908218,23.02
"Cornish College of the Arts",0.5643,29.88,58.96,60273,41684,41684,62.21,488,6,0.6933,5957,28682,38.35,22.57142857,"20.991869919",64.22764228,5.53
"Eastern Washington University",0.4349,35.1,35.04,24478,8586,25959,90.75,6222,18,0.674,10643,11582,62.96,36.23188406,"22.911190053",57.5044405,19.88
